OID,Date,Species,Habitat,Porte,lat,lon,Month,Day,Year
5351,12/19/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.048621,-7.92773813,12,19,2016
5352,12/17/2016,Arundo donax,Outro,Erva,37.0517256,-7.920875698,12,17,2016
5353,12/17/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.03864109,-7.924082279,12,17,2016
5354,12/17/2016,Ricinus communis,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.03980639,-7.923438549,12,17,2016
5355,12/17/2016,Agave americana,Outro,Suculenta,37.05150914,-7.920721471,12,17,2016
5356,12/15/2016,Cortaderia selloana,Jardim,Erva,37.01111136,-7.93274045,12,15,2016
5357,12/14/2016,Acacia dealbata,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,40.21582667,-8.460455,12,14,2016
5358,12/14/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,40.21589,-8.460451667,12,14,2016
5359,12/14/2016,Acacia dealbata,Eucaliptal,AÅrvore ou arbusto,41.18013702,-8.500580024,12,14,2016
5360,12/14/2016,Acacia melanoxylon,Eucaliptal,AÅrvore ou arbusto,41.18043039,-8.500285735,12,14,2016
5361,12/12/2016,Oxalis pes-caprae,Terreno Inculto,Erva,41.199533,-8.6982152,12,12,2016
5362,12/12/2016,Cortaderia selloana,Terreno Inculto,Erva,41.199533,-8.6982152,12,12,2016
5363,12/11/2016,Oxalis pes-caprae,Jardim,Erva,41.16415926,-8.68619094,12,11,2016
5364,12/11/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,38.81382,-9.314582,12,11,2016
5365,12/11/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.02569286,-7.919404507,12,11,2016
5366,12/11/2016,Cortaderia selloana,Jardim,Erva,37.02489337,-7.94675231,12,11,2016
5367,12/11/2016,Oxalis pes-caprae,Jardim,Erva,37.02370623,-7.947379947,12,11,2016
5368,12/11/2016,Tradescantia fluminensis,Eucaliptal,Erva,41.37368482,-8.306736946,12,11,2016
5369,12/11/2016,Opuntia maxima,Jardim,Suculenta,40.6603855,-7.9104774,12,11,2016
5370,12/11/2016,Opuntia maxima,Jardim,Suculenta,38.76378463,-9.169165486,12,11,2016
5371,12/08/2016,Oxalis pes-caprae,Terreno Inculto,Erva,38.41590726,-9.21616177,12,8,2016
5372,12/08/2016,Arundo donax,Terreno Inculto,Erva,38.42073943,-9.213750298,12,8,2016
5373,12/08/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,38.44299501,-9.14095542,12,8,2016
5374,12/08/2016,Cortaderia selloana,Duna,Erva,38.48901811,-9.18265864,12,8,2016
5375,12/08/2016,Carpobrotus edulis,Duna,Suculenta,38.48888164,-9.181621707,12,8,2016
5376,12/08/2016,Arundo donax,Duna,Erva,38.48872882,-9.181498787,12,8,2016
5377,12/10/2016,Arundo donax,Terreno Inculto,Erva,41.1619939,-8.6778942,12,10,2016
5378,12/10/2016,Phytolacca americana,Terreno Inculto,Erva,41.1613924,-8.6750144,12,10,2016
5379,12/10/2016,Phytolacca americana,Terreno Inculto,Erva,41.1591558,-8.6798284,12,10,2016
5380,12/10/2016,Cortaderia selloana,Terreno Inculto,Erva,41.160609,-8.6776363,12,10,2016
5381,12/10/2016,Acacia dealbata,√Å¬Årea agr√≠cola,AÅrvore ou arbusto,40.17978333,-8.42435,12,10,2016
5382,12/09/2016,Datura stramonium,Outro,Erva,41.16384392,-8.58600031,12,9,2016
5383,12/02/2016,Lantana camara,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,38.77889481,-27.10215569,12,2,2016
5384,11/25/2016,Lantana camara,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,38.65915358,-27.23506451,11,25,2016
5385,12/09/2016,Oxalis pes-caprae,Jardim,Erva,41.12299167,-8.61906815,12,9,2016
5386,12/09/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,41.12161062,-8.61972694,12,9,2016
5387,12/05/2016,Carpobrotus edulis,Jardim,Suculenta,37.18814595,-8.445463479,12,5,2016
5388,12/07/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.12142595,-8.205896616,12,7,2016
5389,12/07/2016,Ipomoea indica,Berma de estrada/caminho-de-ferro,Trepadeira,37.12157264,-8.206111193,12,7,2016
5390,12/07/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.13892915,-8.268220425,12,7,2016
5391,12/07/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.14833017,-8.272152543,12,7,2016
5392,12/07/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.14829703,-8.271455169,12,7,2016
5393,12/07/2016,Acacia saligna,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.15701177,-8.289324045,12,7,2016
5394,12/07/2016,Arundo donax,Terreno Inculto,Erva,37.15861929,-8.292649984,12,7,2016
5395,12/08/2016,Oxalis pes-caprae,Duna,Erva,38.48846883,-9.181382463,12,8,2016
5396,12/08/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,38.48411122,-9.176066701,12,8,2016
5397,12/08/2016,Carpobrotus edulis,Berma de estrada/caminho-de-ferro,Suculenta,38.48409562,-9.175978149,12,8,2016
5398,12/08/2016,Acacia saligna,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,38.48420348,-9.176274458,12,8,2016
5399,12/07/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.16039777,-8.297724724,12,7,2016
5400,12/07/2016,Ipomoea indica,Terreno Inculto,Trepadeira,37.16039884,-8.297354579,12,7,2016
5401,12/07/2016,Ipomoea indica,Jardim,Trepadeira,37.16233654,-8.30135107,12,7,2016
5402,12/07/2016,Arundo donax,Beira de √°gua,Erva,37.16553634,-8.306565285,12,7,2016
5403,12/07/2016,Acacia saligna,Jardim,AÅrvore ou arbusto,37.16583558,-8.305374384,12,7,2016
5404,12/07/2016,Ricinus communis,Beira de √°gua,AÅrvore ou arbusto,37.16530229,-8.305811584,12,7,2016
5405,12/07/2016,Cortaderia selloana,Jardim,Erva,37.16881136,-8.315911442,12,7,2016
5406,12/07/2016,Ipomoea indica,Jardim,Trepadeira,37.16892944,-8.316081762,12,7,2016
5407,12/07/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.16904272,-8.315987885,12,7,2016
5408,12/07/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.16677177,-8.319268227,12,7,2016
5409,12/07/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.16599803,-8.314450979,12,7,2016
5410,12/07/2016,Arundo donax,Beira de √°gua,Erva,37.16686582,-8.318109512,12,7,2016
5411,12/03/2016,Datura stramonium,Outro,Erva,40.20391593,-8.403234963,12,3,2016
5412,12/02/2016,Acacia dealbata,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,40.39494743,-8.784511289,12,2,2016
5413,12/02/2016,Acacia mearnsii,Pinhal,AÅrvore ou arbusto,40.39470871,-8.784576128,12,2,2016
5414,12/02/2016,Acacia melanoxylon,Pinhal,AÅrvore ou arbusto,40.39521155,-8.784902243,12,2,2016
5415,12/01/2016,Ailanthus altissima,Jardim,AÅrvore ou arbusto,40.38273498,-8.375697162,12,1,2016
5416,12/01/2016,Delairea odorata=Senecio mikanioides,Jardim,Trepadeira,40.38452608,-8.379157123,12,1,2016
5417,11/01/2016,Acacia dealbata,Eucaliptal,AÅrvore ou arbusto,40.08395492,-8.335785058,11,1,2016
5418,11/01/2016,Acacia dealbata,Pinhal,AÅrvore ou arbusto,40.0818807,-8.33615763,11,1,2016
5419,11/01/2016,Hakea salicifolia,Pinhal,AÅrvore ou arbusto,40.08170849,-8.335816119,11,1,2016
5420,12/07/2016,Oxalis pes-caprae,√Å¬Årea agr√≠cola,Erva,37.16372805,-8.306672573,12,7,2016
5421,12/07/2016,Opuntia maxima,Jardim,Suculenta,37.1580945,-8.302324712,12,7,2016
5422,12/07/2016,Agave americana,Jardim,Suculenta,37.15789516,-8.302253634,12,7,2016
5423,12/07/2016,Carpobrotus edulis,Jardim,Suculenta,37.15791119,-8.3021155,12,7,2016
5424,12/07/2016,Oxalis pes-caprae,Jardim,Erva,37.15791921,-8.302051127,12,7,2016
5425,12/07/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.09122279,-8.246328235,12,7,2016
5426,12/07/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.09686788,-8.23996067,12,7,2016
5427,12/07/2016,Cortaderia selloana,Terreno Inculto,Erva,37.09672948,-8.23973,12,7,2016
5428,12/07/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.09663682,-8.23969245,12,7,2016
5429,12/07/2016,Ricinus communis,Terreno Inculto,AÅrvore ou arbusto,37.09651769,-8.239810467,12,7,2016
5430,12/07/2016,Datura stramonium,Berma de estrada/caminho-de-ferro,Erva,37.12695008,-8.159730434,12,7,2016
5431,12/07/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.12743338,-8.159451485,12,7,2016
5432,12/07/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.10363228,-8.231592178,12,7,2016
5433,12/07/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.10386759,-8.232353926,12,7,2016
5434,12/07/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.10454101,-8.231538534,12,7,2016
5435,12/07/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.09300835,-7.927075624,12,7,2016
5436,12/07/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,37.09330787,-7.9266572,12,7,2016
5437,12/07/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.04964572,-7.926592827,12,7,2016
5438,12/07/2016,Acacia saligna,Terreno Inculto,AÅrvore ou arbusto,37.0504549,-7.926496267,12,7,2016
5439,12/06/2016,Acacia dealbata,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,40.18636167,-8.411663333,12,6,2016
5440,12/05/2016,Robinia pseudoacacia,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,41.11826966,-8.61707118,12,5,2016
5441,12/05/2016,Ipomoea indica,Berma de estrada/caminho-de-ferro,Trepadeira,41.11826876,-8.61682887,12,5,2016
5442,12/04/2016,Acacia dealbata,Eucaliptal,AÅrvore ou arbusto,40.1756315,-8.3913693,12,4,2016
5443,12/02/2016,Acacia longifolia,Duna,AÅrvore ou arbusto,40.34886139,-8.820086438,12,2,2016
5444,12/02/2016,Acacia mearnsii,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,40.34865072,-8.819678491,12,2,2016
5445,12/02/2016,Acacia melanoxylon,Duna,AÅrvore ou arbusto,40.34904236,-8.819924584,12,2,2016
5446,12/02/2016,Acacia retinodes,Duna,AÅrvore ou arbusto,40.34850127,-8.821707917,12,2,2016
5447,12/02/2016,Acacia retinodes,Duna,AÅrvore ou arbusto,40.34820966,-8.820972405,12,2,2016
5448,12/02/2016,Acacia longifolia,Duna,AÅrvore ou arbusto,40.34871945,-8.820767216,12,2,2016
5449,11/28/2016,Carpobrotus edulis,Terreno Inculto,Suculenta,37.032825,-7.993639,11,28,2016
5450,12/01/2016,Robinia pseudoacacia,Jardim,AÅrvore ou arbusto,37.01462638,-7.918530107,12,1,2016
5451,12/01/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,37.01424021,-7.91995436,12,1,2016
5452,12/01/2016,Acacia saligna,Jardim,AÅrvore ou arbusto,37.01493078,-7.916915417,12,1,2016
5453,12/01/2016,Acacia saligna,Outro,AÅrvore ou arbusto,37.01419629,-7.918476462,12,1,2016
5454,12/01/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.01515491,-7.915842533,12,1,2016
5455,12/01/2016,Acacia saligna,Jardim,AÅrvore ou arbusto,37.01621952,-7.915311456,12,1,2016
5456,12/01/2016,Erigeron karvinskianus,Outro,Erva,40.38305386,-8.376077497,12,1,2016
5457,12/01/2016,Pittosporum undulatum,Jardim,AÅrvore ou arbusto,40.38339647,-8.377698725,12,1,2016
5458,12/01/2016,Tradescantia fluminensis,Jardim,Erva,40.38496456,-8.38176881,12,1,2016
5459,12/01/2016,Oxalis pes-caprae,Jardim,Erva,40.38481913,-8.381920271,12,1,2016
5460,12/01/2016,Acacia melanoxylon,Jardim,AÅrvore ou arbusto,40.38451219,-8.379776431,12,1,2016
5461,12/01/2016,Delairea odorata=Senecio mikanioides,Jardim,Trepadeira,40.38452887,-8.379222807,12,1,2016
5462,12/01/2016,Ipomoea indica,Terreno Inculto,Trepadeira,40.38430619,-8.379310329,12,1,2016
5463,12/01/2016,Acacia dealbata,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,40.38336424,-8.375917068,12,1,2016
5464,12/01/2016,Pittosporum undulatum,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,40.3830565,-8.375845235,12,1,2016
5465,12/01/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,40.6543441,-8.0030595,12,1,2016
5466,10/29/2016,Acacia dealbata,Terreno Inculto,AÅrvore ou arbusto,41.54272006,-7.59214568,10,29,2016
5467,11/30/2016,Carpobrotus edulis,Jardim,Suculenta,41.0947536,-8.610785,11,30,2016
5468,11/29/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.0264015,-7.916641831,11,29,2016
5469,11/29/2016,Acacia saligna,Beira de √°gua,AÅrvore ou arbusto,37.02666648,-7.916620374,11,29,2016
5470,11/29/2016,Acacia saligna,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.01790955,-7.912672162,11,29,2016
5471,11/29/2016,Ricinus communis,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.01874697,-7.912275195,11,29,2016
5472,11/29/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.01731592,-7.91149199,11,29,2016
5473,11/29/2016,Agave americana,Terreno Inculto,Suculenta,37.01796558,-7.91303426,11,29,2016
5474,11/29/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,37.01849105,-7.914158106,11,29,2016
5475,11/29/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,37.01605748,-7.914437056,11,29,2016
5476,11/24/2016,Ipomoea indica,Terreno Inculto,Trepadeira,37.04052212,-7.823618799,11,24,2016
5477,11/24/2016,Ricinus communis,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,37.04274069,-7.799391747,11,24,2016
5478,11/24/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.04263321,-7.799013555,11,24,2016
5479,11/24/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.04232438,-7.799193263,11,24,2016
5480,11/24/2016,Opuntia maxima,Berma de estrada/caminho-de-ferro,Suculenta,37.04201934,-7.799214721,11,24,2016
5481,11/24/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.04384277,-7.804874182,11,24,2016
5482,11/27/2016,Arundo donax,Beira de √°gua,Erva,37.03520313,-8.02390337,11,27,2016
5483,11/27/2016,Cortaderia selloana,Beira de √°gua,Erva,37.03497189,-8.024246693,11,27,2016
5484,11/27/2016,Cortaderia selloana,Jardim,Erva,37.02666817,-8.018302917,11,27,2016
5485,11/26/2016,Acacia longifolia,Duna,AÅrvore ou arbusto,40.05806291,-8.869147813,11,26,2016
5486,11/25/2016,Carpobrotus edulis,Outro,Suculenta,38.76012172,-9.177423799,11,25,2016
5487,11/25/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,38.6595938,-27.2356139,11,25,2016
5488,11/25/2016,Ipomoea indica,Berma de estrada/caminho-de-ferro,Trepadeira,38.6583536,-27.2308586,11,25,2016
5489,11/21/2016,Ipomoea indica,Terreno Inculto,Trepadeira,37.03402119,-7.950740755,11,21,2016
5490,11/21/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,37.03648779,-7.952073812,11,21,2016
5491,11/21/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.03619378,-7.950684428,11,21,2016
5492,11/21/2016,Oxalis pes-caprae,Berma de estrada/caminho-de-ferro,Erva,37.03594776,-7.95073539,11,21,2016
5493,11/19/2016,Acacia dealbata,Jardim,AÅrvore ou arbusto,41.42067191,-6.480441112,11,19,2016
5494,11/04/2016,Phytolacca americana,Terreno Inculto,Erva,40.94284505,-7.388166189,11,4,2016
5495,9/15/2016,Arundo donax,Terreno Inculto,Erva,38.18233307,-8.555169851,9,15,2016
5496,9/15/2016,Arundo donax,Terreno Inculto,Erva,38.18551185,-8.555833697,9,15,2016
5497,9/15/2016,Arundo donax,Outro,Erva,38.00574777,-8.413048983,9,15,2016
5498,9/15/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,37.72961595,-8.33665967,9,15,2016
5499,9/15/2016,Ipomoea indica,Berma de estrada/caminho-de-ferro,Trepadeira,38.71012117,-9.177183509,9,15,2016
5500,9/15/2016,Ailanthus altissima,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,38.72652908,-9.172245562,9,15,2016
5501,9/15/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,38.72861827,-9.170832038,9,15,2016
5502,9/15/2016,Ailanthus altissima,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,38.72917829,-9.170451164,9,15,2016
5503,9/15/2016,Arundo donax,Terreno Inculto,Erva,38.73619706,-9.169807434,9,15,2016
5504,9/15/2016,Ipomoea indica,Berma de estrada/caminho-de-ferro,Trepadeira,38.73481004,-9.169136882,9,15,2016
5505,9/15/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,38.7385403,-9.169431925,9,15,2016
5506,9/16/2016,Robinia pseudoacacia,Jardim,AÅrvore ou arbusto,38.75188233,-9.151139259,9,16,2016
5507,9/15/2016,Arundo donax,Terreno Inculto,Erva,38.75056149,-9.17408824,9,15,2016
5508,11/15/2016,Cortaderia selloana,Terreno Inculto,Erva,38.75091638,-9.174206257,11,15,2016
5509,9/15/2016,Cortaderia selloana,Jardim,Erva,38.75860821,-9.156808108,9,15,2016
5510,9/16/2016,Agave americana,Jardim,Suculenta,37.92423931,-8.244008124,9,16,2016
5511,11/19/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.19126668,-8.082729578,11,19,2016
5512,11/19/2016,Oxalis pes-caprae,Jardim,Erva,37.2063359,-8.101179153,11,19,2016
5513,11/19/2016,Opuntia maxima,Jardim,Suculenta,37.20646247,-8.101164401,11,19,2016
5514,11/19/2016,Agave americana,Beira de √°gua,Suculenta,37.20774637,-8.101016879,11,19,2016
5515,11/19/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,37.22571962,-8.113660812,11,19,2016
5516,11/19/2016,Oxalis pes-caprae,Terreno Inculto,Erva,37.23210732,-8.134716153,11,19,2016
5517,11/08/2016,Cortaderia selloana,Jardim,Erva,37.25706351,-8.290632963,11,8,2016
5518,11/19/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,38.64639402,-8.205538465,11,19,2016
5519,11/19/2016,Agave americana,Outro,Suculenta,38.64378252,-8.219056075,11,19,2016
5520,11/19/2016,Ailanthus altissima,Outro,AÅrvore ou arbusto,38.64369787,-8.216698572,11,19,2016
5521,11/19/2016,Oxalis pes-caprae,Outro,Erva,38.64228342,-8.216410038,11,19,2016
5522,11/18/2016,Phytolacca americana,√Å¬Årea agr√≠cola,Erva,41.2608216,-8.6064807,11,18,2016
5523,11/18/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,41.258125,-8.598096667,11,18,2016
5524,11/01/2016,Ipomoea indica,Outro,Trepadeira,38.79341196,-27.19417423,11,1,2016
5525,11/15/2016,Phytolacca americana,√Å¬Årea agr√≠cola,Erva,40.18842854,-8.5229058,11,15,2016
5526,11/15/2016,Phytolacca americana,√Å¬Årea agr√≠cola,Erva,41.26447722,-8.632764816,11,15,2016
5527,11/14/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,40.63178273,-8.651805818,11,14,2016
5528,11/14/2016,Eichhornia crassipes,Na √°gua,Erva aquA°tica,40.14909457,-8.735160828,11,14,2016
5529,11/14/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,40.63387165,-8.660742331,11,14,2016
5530,11/04/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,41.1084394,-8.573837,11,4,2016
5531,11/03/2016,Cortaderia selloana,Jardim,Erva,41.1293537,-8.597823,11,3,2016
5532,10/31/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,41.0984651,-8.5901727,10,31,2016
5533,11/02/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,41.248703,-8.6492342,11,2,2016
5534,11/01/2016,Cortaderia selloana,Eucaliptal,Erva,41.2421186,-8.6785514,11,1,2016
5535,11/10/2016,Cortaderia selloana,Terreno Inculto,Erva,41.10987933,-8.61930511,11,10,2016
5536,11/09/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,41.2091041,-8.6886683,11,9,2016
5537,11/09/2016,Ipomoea indica,Outro,Trepadeira,38.74810759,-9.15736145,11,9,2016
5538,11/07/2016,Acacia melanoxylon,Eucaliptal,AÅrvore ou arbusto,41.1884702,-8.4881909,11,7,2016
5539,10/10/2016,Arundo donax,Duna,Erva,37.0858186,-8.224580884,10,10,2016
5540,10/09/2016,Carpobrotus edulis,Duna,Suculenta,37.08597141,-8.224824965,10,9,2016
5541,10/15/2016,Arundo donax,Outro,Erva,37.0063247,-8.935425282,10,15,2016
5542,10/15/2016,Agave americana,Outro,Suculenta,37.00608481,-8.935264349,10,15,2016
5543,10/15/2016,Carpobrotus edulis,Duna,Suculenta,37.02043656,-8.925930262,10,15,2016
5544,10/15/2016,Cortaderia selloana,Jardim,Erva,37.02129531,-8.925366998,10,15,2016
5545,10/15/2016,Acacia saligna,Duna,AÅrvore ou arbusto,37.02114755,-8.926466703,10,15,2016
5546,10/15/2016,Agave americana,Duna,Suculenta,37.02095695,-8.925715685,10,15,2016
5547,10/15/2016,Arundo donax,Duna,Erva,37.02058754,-8.925364316,10,15,2016
5548,8/25/2016,Carpobrotus edulis,Duna,Suculenta,41.68282329,-8.832085133,8,25,2016
5549,8/25/2016,Acacia longifolia,Duna,AÅrvore ou arbusto,41.6823866,-8.831969798,8,25,2016
5550,8/25/2016,Cortaderia selloana,Beira de √°gua,Erva,41.68319287,-8.826184273,8,25,2016
5551,8/25/2016,Acacia longifolia,Pinhal,AÅrvore ou arbusto,41.68199096,-8.823931217,8,25,2016
5552,7/25/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,38.73846498,-9.117890596,7,25,2016
5553,8/24/2016,Cortaderia selloana,Berma de estrada/caminho-de-ferro,Erva,42.02493116,-8.654925227,8,24,2016
5554,8/24/2016,Acacia melanoxylon,Eucaliptal,AÅrvore ou arbusto,42.02578992,-8.654490709,8,24,2016
5555,8/24/2016,Opuntia maxima,Jardim,Suculenta,42.02549404,-8.643812835,8,24,2016
5556,8/24/2016,Agave americana,Jardim,Suculenta,42.02561658,-8.643820882,8,24,2016
5557,8/24/2016,Phytolacca americana,Berma de estrada/caminho-de-ferro,Erva,42.02511846,-8.643600941,8,24,2016
5558,8/19/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.02375857,-8.642334938,8,19,2016
5559,11/05/2016,Cortaderia selloana,Terreno Inculto,Erva,41.16171297,-8.58685859,11,5,2016
5560,11/03/2016,Cortaderia selloana,Terreno Inculto,Erva,37.03272796,-7.927826643,11,3,2016
5561,11/03/2016,Acacia dealbata,Terreno Inculto,AÅrvore ou arbusto,41.09215819,-8.61094939,11,3,2016
5562,10/29/2016,Ipomoea indica,Berma de estrada/caminho-de-ferro,Trepadeira,41.81588185,-8.854604737,10,29,2016
5563,10/29/2016,Agave americana,Berma de estrada/caminho-de-ferro,Suculenta,41.81659051,-8.854515808,10,29,2016
5564,8/24/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.02689573,-8.632582426,8,24,2016
5565,8/24/2016,Ipomoea indica,Jardim,Trepadeira,42.02717068,-8.631820679,8,24,2016
5566,8/24/2016,Ipomoea indica,Jardim,Trepadeira,42.02848965,-8.624825478,8,24,2016
5567,8/24/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.02464225,-8.617712259,8,24,2016
5568,8/24/2016,Acacia dealbata,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.02349855,-8.616521358,8,24,2016
5569,8/24/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.02162953,-8.611543179,8,24,2016
5570,8/24/2016,Robinia pseudoacacia,Outro,AÅrvore ou arbusto,42.01913575,-8.598765135,8,24,2016
5571,8/24/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.0185778,-8.595932722,8,24,2016
5572,8/24/2016,Ailanthus altissima,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.0186595,-8.595742285,8,24,2016
5573,8/24/2016,Acacia melanoxylon,Outro,AÅrvore ou arbusto,42.02298447,-8.600503206,8,24,2016
5574,8/24/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.01840144,-8.602284193,8,24,2016
5575,8/24/2016,Acacia dealbata,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.01999558,-8.603303432,8,24,2016
5576,8/24/2016,Acacia melanoxylon,Outro,AÅrvore ou arbusto,42.02190849,-8.606039286,8,24,2016
5577,8/24/2016,Phytolacca americana,Berma de estrada/caminho-de-ferro,Erva,42.03242447,-8.623559475,8,24,2016
5578,8/24/2016,Phytolacca americana,Berma de estrada/caminho-de-ferro,Erva,42.03061947,-8.634588718,8,24,2016
5579,8/24/2016,Acacia melanoxylon,Berma de estrada/caminho-de-ferro,AÅrvore ou arbusto,42.03034851,-8.634674549,8,24,2016
5580,8/24/2016,Phytolacca americana,Berma de estrada/caminho-de-ferro,Erva,42.03146121,-8.6387676,8,24,2016
5581,8/24/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,42.02554086,-8.638531566,8,24,2016
5582,8/24/2016,Robinia pseudoacacia,Terreno Inculto,AÅrvore ou arbusto,42.02516229,-8.655976653,8,24,2016
5583,8/24/2016,Arundo donax,Beira de √°gua,Erva,42.01818723,-8.656030297,8,24,2016
5584,8/24/2016,Phytolacca americana,Terreno Inculto,Erva,42.0191487,-8.655638695,8,24,2016
5585,8/24/2016,Acacia dealbata,Beira de √°gua,AÅrvore ou arbusto,42.02097496,-8.656250238,8,24,2016
5586,8/24/2016,Arundo donax,Berma de estrada/caminho-de-ferro,Erva,42.02182978,-8.656180501,8,24,2016
5587,8/24/2016,Ipomoea indica,Beira de √°gua,Trepadeira,42.02251224,-8.656679392,8,24,2016
5588,8/24/2016,Phytolacca americana,Terreno Inculto,Erva,42.02450776,-8.657467961,8,24,2016
5589,8/24/2016,Tradescantia fluminensis,Beira de √°gua,Erva,42.02451125,-8.657763004,8,24,2016
5590,8/24/2016,Acacia dealbata,Beira de √°gua,AÅrvore ou arbusto,42.02547113,-8.656818867,8,24,2016
5591,8/24/2016,Acacia melanoxylon,Beira de √°gua,AÅrvore ou arbusto,42.02469007,-8.656518459,8,24,2016
5592,8/24/2016,Acacia dealbata,Eucaliptal,AÅrvore ou arbusto,42.02408634,-8.65540266,8,24,2016
